Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11
Tangled Web Mask,4261835528,"""6917529077432161620""",,Legendary,Helmet,,Hunter,500,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Fusion Rifle Targeting*,Energy Weapon Targeting,Sword Reserves*,Special Ammo Finder,,,,
Forged Machinist Gauntlets,89175933,"""6917529085088008712""",,Legendary,Gauntlets,blackarmory,Titan,631,Solar Damage Resistance,1,Vault,false,false,2,5,,N/A,N/A,0,1,2,,Restorative Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Paragon Mod*,Tier 1 Armor*,New Age Black Armory*,Grenade Launcher Loader,Fastball*,Grenade Launcher Scavenger,Heavy Ammo Finder*,,
Astrocyte Verse,866590993,"""6917529097040065826""",,Exotic,Helmet,,Warlock,750,,,Vault,false,false,2,7,,4.9,20,2,1,0,,Move to Survive*,Mobility Enhancement Mod*,Restorative Mod,Bow Targeting*,Ashes to Assets,Kinetic Weapon Targeting,Linear Fusion Rifle Reserves*,Special Ammo Finder,,,,
Ancient Apocalypse Gauntlets,978447246,"""6917529085693361348""",,Legendary,Gauntlets,gambit,Titan,639,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Mobile Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Gambit Leather*,Fusion Rifle Loader,Rifle Loader*,Sniper Rifle Scavenger*,Sword Scavenger,,,
Shadow's Mind,1481751647,"""6917529096775516563""",,Legendary,Helmet,calus,Warlock,750,Arc Damage Resistance,2,Vault,false,false,2,7,,5,4,0,1,2,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Super Mod*,Tier 2 Armor*,Imperial Opulence*,Shotgun Targeting*,Submachine Gun Targeting,Light Reactor,Linear Fusion Rifle Reserves*,Sniper Rifle Reserves,Empty Activity Mod Socket*
Prodigal Hood,2012084760,"""6917529096775514207""",,Legendary,Helmet,,Warlock,750,Arc Damage Resistance,3,Vault,false,false,2,4,,5,1,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 3 Armor*,Scout Rifle Targeting*,Hands-On,Fusion Rifle Reserves*,Grenade Launcher Reserves,,,,
Tangled Web Hood,1664085089,"""6917529096802694926""",,Legendary,Helmet,,Warlock,750,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Linear Fusion Rifle Targeting*,Light Reactor,Fusion Rifle Reserves*,Shotgun Reserves,,,,
Tangled Web Gloves,2502004600,"""6917529096800272497""",,Legendary,Gauntlets,,Warlock,750,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Hand Cannon Loader*,Momentum Transfer,Sword Scavenger*,Machine Gun Scavenger,,,,
Reverie Dawn Gloves,2761343386,"""6917529097066998257""",,Legendary,Gauntlets,dreaming,Warlock,750,Arc Damage Resistance,4,Vault,false,false,2,4,,5,3,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Riven's Curse*,Tier 4 Armor*,Burnished Dreams*,Bow Reloader*,Momentum Transfer,Enhanced Rocket Launcher Loader,Fusion Rifle Scavenger*,Grenade Launcher Scavenger,
Prodigal Gloves,2475888361,"""6917529096775518450""",,Legendary,Gauntlets,,Warlock,750,Solar Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 4 Armor*,Linear Fusion Rifle Loader*,Fastball,Rocket Launcher Scavenger*,Shotgun Scavenger,,,,
Tangled Web Gloves,2502004600,"""6917529096780787983""",,Legendary,Gauntlets,,Warlock,734,Solar Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Impact Induction*,Kinetic Weapon Loader,Sniper Rifle Scavenger*,Sword Scavenger,,,,
Tangled Web Gloves,2502004600,"""6917529097067000585""",,Legendary,Gauntlets,,Warlock,727,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Sniper Rifle Loader*,Fastball,Fusion Rifle Scavenger*,Special Ammo Finder,,,,
Gunsmith's Devotion Robes,4238134294,"""6917529096931620266""",,Legendary,Chest Armor,,Warlock,750,Solar Damage Resistance,2,Vault,false,false,2,5,,N/A,N/A,2,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Midnight Smith*,Unflinching Fusion Rifle Aim*,Unflinching Hand Cannon Aim,Enhanced Unflinching Bow Aim,Submachine Gun Reserves*,Primary Ammo Finder,,
Wing Discipline,1464207979,"""6917529086155117759""",,Legendary,Gauntlets,crucible,Titan,615,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Crucible Legacy*,Bow Reloader*,Large Weapon Loader,Fusion Rifle Scavenger*,Linear Fusion Rifle Scavenger,,,
Gunsmith's Devotion Robes,4238134294,"""6917529096931616145""",,Legendary,Chest Armor,,Warlock,750,Arc Damage Resistance,3,Vault,false,false,2,5,,N/A,N/A,0,1,3,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Midnight Smith*,Unflinching Auto Rifle Aim*,Unflinching Grenade Launcher Aim,Unflinching Shotgun Aim,Pulse Rifle Reserves*,Special Ammo Finder,,
Wing Theorem,997903134,"""6917529096727002206""",,Legendary,Chest Armor,crucible,Warlock,750,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Crucible Legacy*,Unflinching Hand Cannon Aim*,Unflinching Power Aim,Bow Reserves*,Primary Ammo Finder,,,
Tangled Web Boots,537272242,"""6917529096770061723""",,Legendary,Leg Armor,,Warlock,750,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,3,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Traction*,Rifle Dexterity,Scout Rifle Scavenger*,Special Ammo Finder,,,,
Vigil of Heroes,2592351697,"""6917529096987910022""",,Legendary,Leg Armor,strikes,Warlock,750,Arc Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Vanguard Veteran*,Hand Cannon Dexterity*,Outreach,Auto Rifle Scavenger*,Special Ammo Finder,,,
Wing Theorem,4264096388,"""6917529096729022656""",,Legendary,Leg Armor,crucible,Warlock,750,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Crucible Legacy*,Linear Fusion Dexterity*,Perpetuation,Hand Cannon Scavenger*,Scout Rifle Scavenger,,,
Prodigal Steps,2767830203,"""6917529096914476478""",,Legendary,Leg Armor,,Warlock,723,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Dynamo*,Oversize Weapon Dexterity,Primary Ammo Finder*,Special Ammo Finder,,,,
Penumbral Bond,2194479195,"""6917529096780790623""",,Legendary,Warlock Bond,calus,Warlock,750,Void Damage Resistance,4,Vault,false,false,2,7,,5,2,0,0,0,,Tier 4 Armor*,Imperial Opulence*,Insulation*,Innervation,Better Already,Linear Fusion Rifle Scavenger*,Scout Rifle Scavenger,Empty Activity Mod Socket*,,,,
Reverie Dawn Bond,3602032567,"""6917529097064567663""",,Legendary,Warlock Bond,dreaming,Warlock,750,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Invigoration*,Recuperation,Better Already,Rocket Launcher Scavenger*,Scout Rifle Scavenger,,,,
Helm of the Great Hunt,2274520361,"""6917529078228912564""",,Legendary,Helmet,lastwish,Titan,533,Arc Damage Resistance,1,Vault,false,false,2,4,,5,1,1,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Hands-On*,Precision Weapon Targeting,Enhanced Ashes to Assets,Rocket Launcher Reserves*,Sniper Rifle Reserves,,,
Tangled Web Bond,4256272077,"""6917529096770055669""",,Legendary,Warlock Bond,,Warlock,729,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 2 Armor*,Invigoration*,Better Already,Rocket Launcher Scavenger*,Primary Ammo Finder,,,,,,,
Tangled Web Gauntlets,42219189,"""6917529084462841943""",,Legendary,Gauntlets,,Titan,596,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,1,2,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Auto Rifle Loader*,Kinetic Weapon Loader,Sniper Rifle Scavenger*,Special Ammo Finder,,,,
Reverie Dawn Gauntlets,2503434573,"""6917529084175612148""",,Legendary,Gauntlets,dreaming,Titan,610,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Mobile Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Auto Rifle Loader,Linear Fusion Rifle Loader*,Enhanced Shotgun Loader,Special Ammo Finder*,Machine Gun Scavenger,
Scatterhorn Plate,3871458129,"""6917529084894534860""",,Legendary,Chest Armor,tangled,Titan,619,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,1,3,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Tangled Rust*,Unflinching Fusion Rifle Aim*,Unflinching Kinetic Aim,Auto Rifle Reserves*,Submachine Gun Reserves,,,
Vigil of Heroes,335317194,"""6917529086161135193""",,Legendary,Chest Armor,strikes,Titan,643,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Mobile Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 1 Armor*,Vanguard Veteran*,Unflinching Sidearm Aim,Unflinching Machine Gun*,Pulse Rifle Reserves*,Submachine Gun Reserves,,,
Tangled Web Strides,2206284939,"""6917529075706706034""",,Legendary,Leg Armor,,Hunter,500,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Perpetuation*,Oversize Weapon Dexterity,Auto Rifle Scavenger*,Special Ammo Finder,,,,
Dragonfly Regalia Mark,3378116217,"""6917529071647302166""",,Legendary,Titan Mark,eververse,Titan,10,Solar Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 4 Armor*,Innervation*,Recuperation,Hand Cannon Reserves*,Sidearm Scavenger,,,,,,,
Hood of the Great Hunt,3251351304,"""6917529097254929176""",,Legendary,Helmet,lastwish,Warlock,726,Void Damage Resistance,2,Vault,false,false,2,4,,5,2,0,2,1,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Scout Rifle Targeting*,Submachine Gun Targeting,Energy Weapon Targeting,Sniper Rifle Reserves*,Heavy Ammo Finder,,,
Tangled Web Robes,1034149520,"""6917529097117121731""",,Legendary,Chest Armor,,Warlock,727,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Fusion Rifle Aim*,Unflinching Kinetic Aim,Auto Rifle Reserves*,Scout Rifle Reserves,,,,
Tangled Web Bond,4256272077,"""6917529097371368247""",,Legendary,Warlock Bond,,Warlock,721,Void Damage Resistance,1,Vault,false,false,2,4,,5,1,0,0,0,,Tier 1 Armor*,Recuperation*,Better Already,Sidearm Reserves*,Arrow Scavenger,,,,,,,
Ancient Apocalypse Greaves,3486086024,"""6917529084891547525""",,Legendary,Leg Armor,gambit,Titan,598,Solar Damage Resistance,1,Vault,false,false,2,4,,5,1,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Gambit Leather*,Hand Cannon Dexterity*,Dynamo,Arrow Scavenger*,Pulse Rifle Scavenger,,,
Atonement Tau,3391214896,"""6917529097367471924""",,Rare,Chest Armor,,Warlock,732,,,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Metallic Sunset*,Unflinching Large Arms*,,,,,,,,,
Hood of Optimacy,979292443,"""6917529097348172797""",,Legendary,Helmet,eververse,Warlock,10,Arc Damage Resistance,4,Vault,false,false,2,7,,5,1,1,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 4 Armor*,Heavy Lifting*,Power Weapon Targeting,Special Ammo Finder*,Machine Gun Reserves,Empty Activity Mod Socket*,,,
Reverie Dawn Gloves,2761343386,"""6917529097085732307""",,Legendary,Gauntlets,dreaming,Warlock,720,Arc Damage Resistance,1,Vault,false,false,2,4,,5,2,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Rocket Launcher Loader*,Light Arms Loader,Enhanced Grenade Launcher Loader,Linear Fusion Rifle Scavenger*,Shotgun Scavenger,
Tangled Web Hood,1664085089,"""6917529097371369639""",,Legendary,Helmet,,Warlock,725,Void Damage Resistance,3,Vault,false,false,2,4,,5,1,1,3,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Recovery Mod*,Tier 3 Armor*,Hands-On*,Scatter Projectile Targeting,Fusion Rifle Reserves*,Rocket Launcher Reserves,,,
Atonement Tau,2339344379,"""6917529097371371913""",,Rare,Gauntlets,,Warlock,380,,,Vault,false,false,1,1,,N/A,N/A,0,2,0,,Restorative Warlock Armor*,,,,,,,,,,,
Prodigal Cuirass,3850634012,"""6917529086179052449""",,Legendary,Chest Armor,,Titan,617,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,1,1,2,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Pulse Rifle Aim*,Unflinching Scout Rifle Aim,Pulse Rifle Reserves*,Sidearm Reserves,,,,
